"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50"
2015,"MUNICIPIO","2917508",84811,79247,38328,40919,20341,43097,15809,10026,22255,8638
2015,"MUNICIPIO","2917607",55449,51011,25042,25969,14578,26530,9903,7199,13516,5254
2015,"MUNICIPIO","2917706",33186,30343,15438,14905,7773,16310,6260,3693,8045,3167
2015,"MUNICIPIO","2917805",18647,16467,8449,8018,4811,8839,2817,2351,4238,1429
2015,"MUNICIPIO","2917904",11063,10331,5309,5022,3413,5256,1662,1669,2518,835
2015,"MUNICIPIO","2918001",161528,151895,73612,78283,36665,84076,31154,17886,43190,17207
2015,"MUNICIPIO","2918100",41100,37680,19018,18662,10845,19343,7492,5315,9476,3871
2015,"MUNICIPIO","2918209",15033,14118,7155,6963,3716,7694,2708,1840,3731,1392
2015,"MUNICIPIO","2918308",13300,14115,7124,6991,3710,7264,3141,1777,3567,1647
2015,"MUNICIPIO","2918357",25141,22549,11383,11166,6781,11957,3811,3316,5932,1918
2015,"MUNICIPIO","2918407",218324,197965,97085,100880,55358,112651,29956,27253,57379,16248
2015,"MUNICIPIO","2918456",10148,10290,5399,4891,2889,5179,2222,1411,2454,1026
2015,"MUNICIPIO","2918506",15841,15052,7812,7240,4409,7659,2984,2119,3642,1479
2015,"MUNICIPIO","2918555",6378,6474,3280,3194,1788,3252,1434,869,1612,713
2015,"MUNICIPIO","2918605",7229,8031,3907,4124,1552,4100,2379,754,2059,1311
2015,"MUNICIPIO","2918704",4020,3901,2030,1871,846,2021,1034,388,964,519
2015,"MUNICIPIO","2918753",15801,13934,7200,6734,3571,7606,2757,1736,3592,1406
2015,"MUNICIPIO","2918803",23904,22201,11286,10915,6019,12252,3930,2922,5937,2056
2015,"MUNICIPIO","2918902",4022,3733,1837,1896,912,1900,921,493,938,465
2015,"MUNICIPIO","2919009",3974,3936,2045,1891,1097,2023,816,527,972,392
2015,"MUNICIPIO","2919058",8836,8305,4187,4118,2225,4328,1752,1084,2145,889
2015,"MUNICIPIO","2919108",9442,9560,4761,4799,2702,4864,1994,1305,2432,1062
2015,"MUNICIPIO","2919157",27521,25646,13083,12563,7319,13772,4555,3532,6704,2327
2015,"MUNICIPIO","2919207",191436,163449,79276,84173,39161,98063,26225,19248,50772,14153
2015,"MUNICIPIO","2919306",11445,10368,5210,5158,3112,5670,1586,1540,2784,834
2015,"MUNICIPIO","2919405",12966,12311,6276,6035,2893,6428,2990,1410,3092,1533
2015,"MUNICIPIO","2919504",46035,42693,21492,21201,10180,23668,8845,4989,11629,4583
2015,"MUNICIPIO","2919553",79162,60105,31056,29049,17734,37831,4540,8817,18284,1948
2015,"MUNICIPIO","2919603",11837,11229,5520,5709,3429,5367,2433,1701,2673,1335
2015,"MUNICIPIO","2919702",18786,17093,8583,8510,4468,9193,3432,2253,4529,1728
2015,"MUNICIPIO","2919801",50262,47051,23541,23510,12180,25158,9713,5890,12536,5084
2015,"MUNICIPIO","2919900",8365,8073,4001,4072,2306,4141,1626,1140,2059,873
2015,"MUNICIPIO","2919926",20348,17376,8377,8999,4167,10441,2768,2113,5391,1495
2015,"MUNICIPIO","2919959",5174,7038,3581,3457,1713,3497,1828,816,1707,934
2015,"MUNICIPIO","2920007",10082,8782,4544,4238,2346,4623,1813,1127,2214,897
2015,"MUNICIPIO","2920106",20097,19326,9555,9771,5073,9651,4602,2511,4798,2462
2015,"MUNICIPIO","2920205",17455,16014,8285,7729,5104,8392,2518,2506,4000,1223
2015,"MUNICIPIO","2920304",8896,8468,4322,4146,2043,4535,1890,1035,2168,943
2015,"MUNICIPIO","2920403",14488,14387,7338,7049,3936,7327,3124,1942,3542,1565
2015,"MUNICIPIO","2920452",13761,12592,6585,6007,3725,6626,2241,1790,3104,1113
2015,"MUNICIPIO","2920502",23751,24613,12204,12409,6282,12971,5360,3131,6509,2769
2015,"MUNICIPIO","2920601",46106,42815,21516,21299,10683,24116,8016,5216,11692,4391
2015,"MUNICIPIO","2920700",21175,19101,10076,9025,5968,10128,3005,2884,4781,1360
2015,"MUNICIPIO","2920809",10951,10500,5298,5202,3131,5348,2021,1527,2614,1061
2015,"MUNICIPIO","2920908",14877,14640,7551,7089,4520,7070,3050,2176,3474,1439
2015,"MUNICIPIO","2921005",45813,40183,19879,20304,10562,23297,6324,5230,11659,3415
2015,"MUNICIPIO","2921054",12314,11145,5674,5471,3113,5950,2082,1552,2870,1049
2015,"MUNICIPIO","2921104",23478,21560,11049,10511,5426,11131,5003,2601,5321,2589
2015,"MUNICIPIO","2921203",27536,26475,13197,13278,6952,13913,5610,3376,6921,2981
2015,"MUNICIPIO","2921302",11659,10306,5003,5303,2732,5437,2137,1382,2750,1171
2015,"MUNICIPIO","2921401",18039,16279,8176,8103,4688,8381,3210,2270,4187,1646
2015,"MUNICIPIO","2921450",9902,10507,5393,5114,2717,5548,2242,1333,2638,1143
2015,"MUNICIPIO","2921500",54733,52338,26586,25752,14993,26311,11034,7436,12764,5552
2015,"MUNICIPIO","2921609",8967,8280,4241,4039,2240,4071,1969,1095,1954,990
2015,"MUNICIPIO","2921708",36717,35164,17688,17476,10599,17851,6714,5220,8900,3356
2015,"MUNICIPIO","2921807",12477,12477,6227,6250,2807,6421,3249,1388,3149,1713
2015,"MUNICIPIO","2921906",10244,10545,5228,5317,2843,5747,1955,1415,2847,1055
2015,"MUNICIPIO","2922003",41068,36026,18186,17840,10660,19973,5393,5246,10018,2576
2015,"MUNICIPIO","2922052",12200,12249,6175,6074,3879,6354,2016,1911,3076,1087
2015,"MUNICIPIO","2922102",27165,24395,12365,12030,6993,12698,4704,3424,6093,2513
2015,"MUNICIPIO","2922201",7893,7317,3681,3636,1646,4166,1505,805,2014,817
2015,"MUNICIPIO","2922250",11495,10272,5449,4823,3512,5238,1522,1668,2462,693
2015,"MUNICIPIO","2922300",30743,28899,13726,15173,7049,16255,5595,3547,8347,3279
2015,"MUNICIPIO","2922409",22833,21449,10597,10852,5288,11748,4413,2608,5887,2357
2015,"MUNICIPIO","2922508",29406,27274,13225,14049,6717,15402,5155,3332,7807,2910
2015,"MUNICIPIO","2922607",14188,12530,6464,6066,3594,6793,2143,1798,3236,1032
2015,"MUNICIPIO","2922656",13321,12371,6407,5964,3599,6256,2516,1727,3027,1210
2015,"MUNICIPIO","2922706",17082,16713,8571,8142,4480,8227,4006,2187,3963,1992
2015,"MUNICIPIO","2922730",8125,7602,3793,3809,1760,4099,1743,855,2069,885
2015,"MUNICIPIO","2922755",7036,6648,3492,3156,1795,3582,1271,891,1693,572
2015,"MUNICIPIO","2922805",8312,7435,3771,3664,2258,3820,1357,1072,1875,717
2015,"MUNICIPIO","2922854",9470,8034,4069,3965,2119,4304,1611,1024,2104,837
2015,"MUNICIPIO","2922904",25854,24136,12130,12006,7161,11891,5084,3471,5848,2687
2015,"MUNICIPIO","2923001",43216,38556,19418,19138,11586,20466,6504,5555,10246,3337
2015,"MUNICIPIO","2923035",12238,10673,5502,5171,2622,5646,2405,1278,2694,1199
2015,"MUNICIPIO","2923050",15993,15051,7533,7518,4133,8147,2771,2003,4169,1346
2015,"MUNICIPIO","2923100",26817,24943,12290,12653,7186,12936,4821,3610,6511,2532
2015,"MUNICIPIO","2923209",22774,21831,11131,10700,5973,10831,5027,2911,5220,2569
2015,"MUNICIPIO","2923308",8839,8298,4217,4081,1966,4632,1700,987,2172,922
2015,"MUNICIPIO","2923357",17775,16425,8362,8063,5019,8652,2754,2472,4253,1338
2015,"MUNICIPIO","2923407",22416,20775,10599,10176,5128,11477,4170,2537,5522,2117
2015,"MUNICIPIO","2923506",9130,8410,4174,4236,2451,4310,1649,1169,2172,895
2015,"MUNICIPIO","2923605",22077,21001,10565,10436,4494,11655,4852,2188,5744,2504
2015,"MUNICIPIO","2923704",32636,29504,14930,14574,8601,15329,5574,4254,7422,2898
2015,"MUNICIPIO","2923803",29878,27778,13670,14108,7221,14583,5974,3613,7257,3238
2015,"MUNICIPIO","2923902",10905,10852,5495,5357,3453,5293,2106,1710,2628,1019
2015,"MUNICIPIO","2924009",119214,108396,51970,56426,28002,59933,20461,13809,31426,11191
2015,"MUNICIPIO","2924058",14471,13752,6817,6935,3613,7166,2973,1793,3623,1519
2015,"MUNICIPIO","2924108",7568,6876,3394,3482,1785,3525,1566,887,1731,864
2015,"MUNICIPIO","2924207",18135,16995,8683,8312,5377,9138,2480,2655,4460,1197
2015,"MUNICIPIO","2924306",18473,17982,8734,9248,4830,8757,4395,2328,4516,2404
2015,"MUNICIPIO","2924405",35428,32860,16683,16177,10481,16477,5902,5109,8056,3012
2015,"MUNICIPIO","2924504",16805,15628,8017,7611,3631,8544,3453,1730,4125,1756
2015,"MUNICIPIO","2924603",21062,20121,10329,9792,5696,10512,3913,2733,5135,1924
2015,"MUNICIPIO","2924652",10742,10342,5198,5144,2663,5364,2315,1309,2613,1222
2015,"MUNICIPIO","2924678",10360,9799,5194,4605,2951,5303,1545,1398,2482,725
2015,"MUNICIPIO","2924702",12238,12783,6440,6343,2729,6999,3055,1317,3378,1648
2015,"MUNICIPIO","2924801",25027,22399,11287,11112,6239,11341,4819,3030,5580,2502
2015,"MUNICIPIO","2924900",9473,8822,4574,4248,2192,4738,1892,1074,2241,933
2015,"MUNICIPIO","2925006",26632,24481,12092,12389,6634,12772,5075,3282,6437,2670
2015,"MUNICIPIO","2925105",48729,44701,21762,22939,12429,22433,9839,6082,11573,5284
2015,"MUNICIPIO","2925204",37543,33066,16078,16988,8204,19791,5071,4148,10097,2743
2015,"MUNICIPIO","2925253",16168,15742,7924,7818,4585,8173,2984,2264,4031,1523
2015,"MUNICIPIO","2925303",145431,126929,63489,63440,38899,72483,15547,19124,36687,7629
2015,"MUNICIPIO","2925402",8969,9810,5066,4744,2710,5158,1942,1298,2485,961
2015,"MUNICIPIO","2925501",29218,27627,13990,13637,8611,14268,4748,4178,7126,2333
2015,"MUNICIPIO","2925600",14712,13750,6992,6758,3526,7436,2788,1722,3571,1465
2015,"MUNICIPIO","2925709",13178,13652,6978,6674,3321,7014,3317,1619,3314,1741
2015,"MUNICIPIO","2925758",27505,23846,12212,11634,7079,12829,3938,3498,6240,1896
2015,"MUNICIPIO","2925808",26083,24602,12285,12317,6857,12455,5290,3317,6246,2754
2015,"MUNICIPIO","2925907",28655,27228,14011,13217,7796,13774,5658,3870,6511,2836
2015,"MUNICIPIO","2925931",10033,9554,4879,4675,2474,4853,2227,1189,2354,1132
2015,"MUNICIPIO","2925956",24349,22874,11136,11738,6502,11270,5102,3217,5738,2783
2015,"MUNICIPIO","2926004",42275,38957,19451,19506,10913,20320,7724,5365,10070,4071
2015,"MUNICIPIO","2926103",13319,12055,6025,6030,3020,6540,2495,1494,3251,1285
2015,"MUNICIPIO","2926202",23264,21937,11440,10497,6138,11450,4349,2988,5413,2096
2015,"MUNICIPIO","2926301",35403,33172,16169,17003,7881,17678,7613,3905,9040,4058
2015,"MUNICIPIO","2926400",36039,30646,15594,15052,7804,16550,6292,3788,7971,3293
2015,"MUNICIPIO","2926509",15269,14276,7234,7042,4252,7242,2782,2092,3504,1446
2015,"MUNICIPIO","2926608",51418,47518,23376,24142,12924,25075,9519,6303,12834,5005
2015,"MUNICIPIO","2926657",8260,8602,4474,4128,2550,4465,1587,1267,2109,752
2015,"MUNICIPIO","2926707",13616,13007,6233,6774,2650,6816,3541,1334,3526,1914
2015,"MUNICIPIO","2926806",15628,14815,7441,7374,3602,7985,3228,1793,3957,1624
2015,"MUNICIPIO","2926905",12084,11918,5928,5990,2648,6287,2983,1305,3117,1568
2015,"MUNICIPIO","2927002",40809,37164,18654,18510,10806,19997,6361,5348,9901,3261
2015,"MUNICIPIO","2927101",8887,7775,3835,3940,2370,4183,1222,1169,2104,667
2015,"MUNICIPIO","2927200",31867,29887,14549,15338,8358,15034,6495,4131,7572,3635
2015,"MUNICIPIO","2927309",15385,13456,6554,6902,3609,7443,2404,1799,3763,1340
2015,"MUNICIPIO","2927408",2921087,2675656,1248897,1426759,552800,1609681,513175,272707,854656,299396
2015,"MUNICIPIO","2927507",20754,19064,9300,9764,5292,9909,3863,2588,5028,2148
2015,"MUNICIPIO","2927606",15100,15060,7715,7345,4470,7806,2784,2175,3789,1381
2015,"MUNICIPIO","2927705",28226,26264,13331,12933,8251,14127,3886,4037,7052,1844
2015,"MUNICIPIO","2927804",6750,6673,3422,3251,1642,3660,1371,825,1737,689
2015,"MUNICIPIO","2927903",11177,10363,5135,5228,2572,5401,2390,1219,2680,1329
2015,"MUNICIPIO","2928000",36915,33838,16620,17218,9149,18195,6494,4642,9226,3350
2015,"MUNICIPIO","2928059",13626,13344,7051,6293,3870,6818,2656,1914,3189,1190
2015,"MUNICIPIO","2928109",41795,40309,20337,19972,10941,21353,8015,5332,10463,4177
2015,"MUNICIPIO","2928208",27260,24750,12551,12199,6483,12660,5607,3126,6125,2948
2015,"MUNICIPIO","2928307",9442,8776,4246,4530,2380,4389,2007,1158,2227,1145
2015,"MUNICIPIO","2928406",28822,26250,13572,12678,7512,13514,5224,3578,6442,2658
2015,"MUNICIPIO","2928505",10586,9648,4822,4826,2490,4867,2291,1219,2382,1225
2015,"MUNICIPIO","2928604",61702,57800,27755,30045,13921,32199,11680,6955,16505,6585
2015,"MUNICIPIO","2928703",101548,90985,42965,48020,21284,54133,15568,10613,28511,8896
2015,"MUNICIPIO","2928802",53193,47880,22906,24974,13005,25880,8995,6318,13517,5139
2015,"MUNICIPIO","2928901",32640,27659,14530,13129,8410,15226,4023,4158,7061,1910
2015,"MUNICIPIO","2928950",9877,9226,4591,4635,2134,4920,2172,1049,2473,1113
2015,"MUNICIPIO","2929008",15091,14098,6882,7216,3198,8296,2604,1577,4169,1470
2015,"MUNICIPIO","2929057",15647,13048,6536,6512,3738,7089,2221,1841,3510,1161
2015,"MUNICIPIO","2929107",21582,20305,10083,10222,4721,11308,4276,2324,5570,2328
2015,"MUNICIPIO","2929206",39329,33183,16203,16980,9038,19476,4669,4402,10044,2534
2015,"MUNICIPIO","2929255",19542,18427,9449,8978,5259,9840,3328,2560,4785,1633
2015,"MUNICIPIO","2929305",37554,33283,16019,17264,8604,18681,5998,4263,9587,3414
2015,"MUNICIPIO","2929354",6118,5715,2902,2813,1666,2823,1226,788,1427,598
2015,"MUNICIPIO","2929370",11061,10180,5094,5086,2810,5192,2178,1395,2576,1115
2015,"MUNICIPIO","2929404",12009,10414,5278,5136,2705,5542,2167,1314,2676,1146
2015,"MUNICIPIO","2929503",45482,42153,20708,21445,10341,24266,7546,4985,12434,4026
2015,"MUNICIPIO","2929602",17664,16585,7978,8607,4107,9159,3319,2035,4646,1926
2015,"MUNICIPIO","2929701",20320,18964,9567,9397,5550,9652,3762,2768,4664,1965
2015,"MUNICIPIO","2929750",12238,11201,5482,5719,2703,6015,2483,1355,2985,1379
2015,"MUNICIPIO","2929800",12739,11845,5933,5912,3115,6086,2644,1484,3047,1381
2015,"MUNICIPIO","2929909",45202,41798,20685,21113,12008,21971,7819,5876,11050,4187
2015,"MUNICIPIO","2930006",11528,10371,5254,5117,2529,5858,1984,1293,2844,980
2015,"MUNICIPIO","2930105",81330,74419,36020,38399,19239,40268,14912,9396,20841,8162
2015,"MUNICIPIO","2930154",33011,31638,16377,15261,9874,16092,5672,4832,7687,2742
2015,"MUNICIPIO","2930204",41464,37425,19277,18148,12109,19459,5857,5885,9371,2892
2015,"MUNICIPIO","2930303",18389,18112,9243,8869,4659,9633,3820,2313,4643,1913
2015,"MUNICIPIO","2930402",15351,15401,7587,7814,3895,7795,3711,1889,3839,2086
2015,"MUNICIPIO","2930501",83275,76762,37680,39082,20216,43091,13455,9855,21865,7362
2015,"MUNICIPIO","2930600",13373,12344,6040,6304,3034,6501,2809,1529,3257,1518
2015,"MUNICIPIO","2930709",133202,118047,58013,60034,32117,69413,16517,15753,35532,8749
2015,"MUNICIPIO","2930758",13320,12050,6265,5785,3929,6225,1896,1871,2981,933
2015,"MUNICIPIO","2930766",11767,12592,6282,6310,3456,6526,2610,1729,3283,1298
2015,"MUNICIPIO","2930774",23583,22000,10799,11201,6339,11551,4110,3140,5843,2218
2015,"MUNICIPIO","2930808",17332,15899,8053,7846,4926,8146,2827,2477,3897,1472
2015,"MUNICIPIO","2930907",13025,11431,5939,5492,3100,5958,2373,1459,2822,1211
2015,"MUNICIPIO","2931004",21282,20013,10071,9942,4737,10804,4472,2343,5316,2283
2015,"MUNICIPIO","2931053",17702,16128,8126,8002,4292,8456,3380,2096,4163,1743
2015,"MUNICIPIO","2931103",8553,8008,3977,4031,1965,4228,1815,954,2081,996
2015,"MUNICIPIO","2931202",21091,18748,9586,9162,5840,9854,3054,2813,4837,1512
2015,"MUNICIPIO","2931301",17398,16516,8337,8179,5079,9031,2406,2481,4436,1262
2015,"MUNICIPIO","2931350",157804,138341,68077,70264,36779,77969,23593,18264,39688,12312
2015,"MUNICIPIO","2931400",8013,7895,3856,4039,1931,4280,1684,899,2163,977
2015,"MUNICIPIO","2931509",23011,21482,10801,10681,6408,11466,3608,3089,5729,1863
2015,"MUNICIPIO","2931608",15178,14836,7725,7111,4328,8215,2293,2063,3980,1068
2015,"MUNICIPIO","2931707",13547,12803,6221,6582,3400,6874,2529,1640,3510,1432
2015,"MUNICIPIO","2931806",18187,17029,8532,8497,3913,8511,4605,1972,4148,2377
2015,"MUNICIPIO","2931905",55777,52418,26254,26164,14372,27323,10723,7091,13455,5618
2015,"MUNICIPIO","2932002",25087,24294,12218,12076,6245,12486,5563,3025,6165,2886
2015,"MUNICIPIO","2932101",20782,19750,10035,9715,5079,10259,4412,2530,4952,2233
2015,"MUNICIPIO","2932200",20813,20691,10100,10591,5647,10869,4175,2798,5667,2126
2015,"MUNICIPIO","2932309",27051,25004,12488,12516,6930,12980,5094,3341,6583,2592
2015,"MUNICIPIO","2932408",14483,13625,6968,6657,3284,7297,3044,1615,3511,1531
2015,"MUNICIPIO","2932457",19055,17000,8777,8223,4799,9564,2637,2423,4552,1248
2015,"MUNICIPIO","2932507",22105,24110,12557,11553,6996,12553,4561,3398,6111,2044
2015,"MUNICIPIO","2932606",17301,16466,8331,8135,4046,8881,3539,1988,4333,1814
2015,"MUNICIPIO","2932705",21849,19837,9857,9980,5406,10404,4027,2717,5284,1979
2015,"MUNICIPIO","2932804",19593,18173,8936,9237,5696,9296,3181,2891,4664,1682
2015,"MUNICIPIO","2932903",97305,88673,43531,45142,23637,49611,15425,11552,25359,8231
2015,"MUNICIPIO","2933000",27906,24560,12152,12408,5703,14008,4849,2809,7126,2473
2015,"MUNICIPIO","2933059",14729,13786,6984,6802,3620,7087,3079,1742,3471,1589
2015,"MUNICIPIO","2933109",9416,8661,4355,4306,1995,4550,2116,987,2211,1108
2015,"MUNICIPIO","2933158",13470,13073,6622,6451,3582,6751,2740,1771,3304,1376
2015,"MUNICIPIO","2933174",9363,9109,4534,4575,2216,4936,1957,1102,2417,1056
2015,"MUNICIPIO","2933208",42650,37567,18722,18845,9914,20323,7330,4895,10172,3778
2015,"MUNICIPIO","2933257",6696,6800,3564,3236,1836,3382,1582,898,1565,773
2015,"MUNICIPIO","2933307",343230,306866,147879,158987,76768,173821,56277,37639,90555,30793
2015,"MUNICIPIO","2933406",9731,8983,4498,4485,2575,4682,1726,1263,2314,908
2015,"MUNICIPIO","2933455",13008,12485,6496,5989,3563,6523,2399,1728,3085,1176
2015,"MUNICIPIO","2933505",22530,22189,11475,10714,6878,11734,3577,3395,5649,1670
2015,"MUNICIPIO","2933604",48316,45536,22509,23027,14185,23178,8173,7050,11631,4346
